Location;Births
ESCAP: upper middle income;146721.894
ESCAP: upper middle income;140155.459
ESCAP: upper middle income;159568.504
ESCAP: upper middle income;173024.705
ESCAP: upper middle income;161094.151
ESCAP: upper middle income;130451.226
ESCAP: upper middle income;133693.723
ESCAP: upper middle income;162954.792
ESCAP: upper middle income;124553.967
ESCAP: upper middle income;109744.873
ESCAP: upper middle income;103279.269
ESCAP: upper middle income;105335.241
ESCAP: upper middle income;108552.529
ESCAP: upper middle income;105413.819
ESCAP: upper middle income;96143.5
ESCAP: upper middle income;89355.969
ESCAP: upper middle income;86292.801
ESCAP: upper middle income;85139.471
ESCAP: upper middle income;84473.422
ESCAP: upper middle income;82426.298
ESCAP: upper middle income;79505.441
ESCAP: upper middle income;76377.545
ESCAP: upper middle income;73780.793
ESCAP: upper middle income;72003.861
ESCAP: upper middle income;70591.37
ESCAP: upper middle income;69122.411
ESCAP: upper middle income;67237.807
ESCAP: upper middle income;65098.425
ESCAP: upper middle income;63058.363
ESCAP: upper middle income;61359.289
ESCWA: Arab countries;19297.11
ESCWA: Arab countries;21176.759
ESCWA: Arab countries;23658.129
ESCWA: Arab countries;26367.118
ESCWA: Arab countries;28968.338
ESCWA: Arab countries;32383.892
ESCWA: Arab countries;36306.124
ESCWA: Arab countries;38806.678
ESCWA: Arab countries;39715.688
ESCWA: Arab countries;40115.829
ESCWA: Arab countries;41699.177
ESCWA: Arab countries;45899.732
ESCWA: Arab countries;51615.559
ESCWA: Arab countries;52744.103
ESCWA: Arab countries;52806.027
ESCWA: Arab countries;53104.208
ESCWA: Arab countries;54327.463
ESCWA: Arab countries;56260.541
ESCWA: Arab countries;57843.976
ESCWA: Arab countries;58681.284
ESCWA: Arab countries;58782.956
ESCWA: Arab countries;58655.261
ESCWA: Arab countries;58532.584
ESCWA: Arab countries;58443.899
ESCWA: Arab countries;58329.545
ESCWA: Arab countries;58089.351
ESCWA: Arab countries;57576.163
ESCWA: Arab countries;56782.36
ESCWA: Arab countries;55892.274
ESCWA: Arab countries;55024.708
ESCWA: Arab least developed countries;3479.507
ESCWA: Arab least developed countries;3888.576
ESCWA: Arab least developed countries;4388.43
ESCWA: Arab least developed countries;5007.007
ESCWA: Arab least developed countries;5681.967
ESCWA: Arab least developed countries;6662.459
ESCWA: Arab least developed countries;7841.678
ESCWA: Arab least developed countries;9013.2
ESCWA: Arab least developed countries;10405.263
ESCWA: Arab least developed countries;11291.781
ESCWA: Arab least developed countries;12243.871
ESCWA: Arab least developed countries;13200.952
ESCWA: Arab least developed countries;14160.666
ESCWA: Arab least developed countries;15097.991
ESCWA: Arab least developed countries;16087.206
ESCWA: Arab least developed countries;17068.97
ESCWA: Arab least developed countries;17914.851
ESCWA: Arab least developed countries;18606.77
ESCWA: Arab least developed countries;19218.268
ESCWA: Arab least developed countries;19793.959
ESCWA: Arab least developed countries;20320.168
ESCWA: Arab least developed countries;20790.353
ESCWA: Arab least developed countries;21159.457
ESCWA: Arab least developed countries;21447.258
ESCWA: Arab least developed countries;21661.799
ESCWA: Arab least developed countries;21847.816
ESCWA: Arab least developed countries;21937.167
ESCWA: Arab least developed countries;21941.888
ESCWA: Arab least developed countries;21882.261
ESCWA: Arab least developed countries;21755.063
ESCWA: Gulf Cooperation Council countries;1004.9
ESCWA: Gulf Cooperation Council countries;1148.085
ESCWA: Gulf Cooperation Council countries;1368.181
ESCWA: Gulf Cooperation Council countries;1663.86
ESCWA: Gulf Cooperation Council countries;2066.622
ESCWA: Gulf Cooperation Council countries;2593.759
ESCWA: Gulf Cooperation Council countries;3358.253
ESCWA: Gulf Cooperation Council countries;3777.91
ESCWA: Gulf Cooperation Council countries;3797.377
ESCWA: Gulf Cooperation Council countries;3649.557
ESCWA: Gulf Cooperation Council countries;3742.243
ESCWA: Gulf Cooperation Council countries;4160.573
ESCWA: Gulf Cooperation Council countries;4495.987
ESCWA: Gulf Cooperation Council countries;4487.049
ESCWA: Gulf Cooperation Council countries;4245.469
ESCWA: Gulf Cooperation Council countries;3960.765
ESCWA: Gulf Cooperation Council countries;3796.219
ESCWA: Gulf Cooperation Council countries;3789.806
ESCWA: Gulf Cooperation Council countries;3866.558
ESCWA: Gulf Cooperation Council countries;3907.856
ESCWA: Gulf Cooperation Council countries;3837.529
ESCWA: Gulf Cooperation Council countries;3710.021
ESCWA: Gulf Cooperation Council countries;3593.66
ESCWA: Gulf Cooperation Council countries;3535.082
ESCWA: Gulf Cooperation Council countries;3538.34
ESCWA: Gulf Cooperation Council countries;3559.76
ESCWA: Gulf Cooperation Council countries;3559.798
ESCWA: Gulf Cooperation Council countries;3520.813
ESCWA: Gulf Cooperation Council countries;3465.626
ESCWA: Gulf Cooperation Council countries;3428.827
ESCWA: Maghreb countries;5998.49
ESCWA: Maghreb countries;6789.374
ESCWA: Maghreb countries;7605.731
ESCWA: Maghreb countries;8159.286
ESCWA: Maghreb countries;8714.239
ESCWA: Maghreb countries;9426.068
ESCWA: Maghreb countries;9936.527
ESCWA: Maghreb countries;9739.892
ESCWA: Maghreb countries;9097.517
ESCWA: Maghreb countries;7937.377
ESCWA: Maghreb countries;7717.066
ESCWA: Maghreb countries;8811.161
ESCWA: Maghreb countries;10064.289
ESCWA: Maghreb countries;10218.05
ESCWA: Maghreb countries;9458.794
ESCWA: Maghreb countries;8754.615
ESCWA: Maghreb countries;8427.556
ESCWA: Maghreb countries;8536.196
ESCWA: Maghreb countries;8789.557
ESCWA: Maghreb countries;8840.692
ESCWA: Maghreb countries;8577.14
ESCWA: Maghreb countries;8145.393
ESCWA: Maghreb countries;7789.186
ESCWA: Maghreb countries;7601.239
ESCWA: Maghreb countries;7541.48
ESCWA: Maghreb countries;7483.061
ESCWA: Maghreb countries;7319.454
ESCWA: Maghreb countries;7065.354
ESCWA: Maghreb countries;6797.641
ESCWA: Maghreb countries;6586.369
ESCWA: Mashreq countries;8814.213
ESCWA: Mashreq countries;9350.724
ESCWA: Mashreq countries;10295.787
ESCWA: Mashreq countries;11536.965
ESCWA: Mashreq countries;12505.51
ESCWA: Mashreq countries;13701.606
ESCWA: Mashreq countries;15169.666
ESCWA: Mashreq countries;16275.676
ESCWA: Mashreq countries;16415.531
ESCWA: Mashreq countries;17237.114
ESCWA: Mashreq countries;17995.997
ESCWA: Mashreq countries;19727.046
ESCWA: Mashreq countries;22894.617
ESCWA: Mashreq countries;22941.013
ESCWA: Mashreq countries;23014.558
ESCWA: Mashreq countries;23319.858
ESCWA: Mashreq countries;24188.837
ESCWA: Mashreq countries;25327.769
ESCWA: Mashreq countries;25969.593
ESCWA: Mashreq countries;26138.777
ESCWA: Mashreq countries;26048.119
ESCWA: Mashreq countries;26009.494
ESCWA: Mashreq countries;25990.281
ESCWA: Mashreq countries;25860.32
ESCWA: Mashreq countries;25587.926
ESCWA: Mashreq countries;25198.714
ESCWA: Mashreq countries;24759.744
ESCWA: Mashreq countries;24254.305
ESCWA: Mashreq countries;23746.746
ESCWA: Mashreq countries;23254.449
ESCWA: member countries;16327.065
ESCWA: member countries;17902.96
ESCWA: member countries;19979.179
ESCWA: member countries;22309.567
ESCWA: member countries;24403.453
ESCWA: member countries;27101.185
ESCWA: member countries;30465.511
ESCWA: member countries;32745.758
ESCWA: member countries;33753.311
ESCWA: member countries;34627.24
ESCWA: member countries;36104.062
ESCWA: member countries;39131.527
ESCWA: member countries;43823.091
ESCWA: member countries;44242.178
ESCWA: member countries;44399.503
ESCWA: member countries;44755.225
ESCWA: member countries;45821.057
ESCWA: member countries;47319.361
ESCWA: member countries;48345.559
ESCWA: member countries;48727.154
ESCWA: member countries;48620.515
ESCWA: member countries;48467.353
ESCWA: member countries;48332.227
ESCWA: member countries;48140.53
ESCWA: member countries;47838.767
ESCWA: member countries;47396.277
ESCWA: member countries;46807.483
ESCWA: member countries;46060.095
ESCWA: member countries;45286.248
ESCWA: member countries;44543.223
East African Community (EAC);6919.357
East African Community (EAC);7871.095
East African Community (EAC);8950.65
East African Community (EAC);10300.144
East African Community (EAC);11940.182
East African Community (EAC);13926.116
East African Community (EAC);16137.023
East African Community (EAC);18405.822
East African Community (EAC);19887.993
East African Community (EAC);22103.316
East African Community (EAC);24854.329
East African Community (EAC);27890.003
East African Community (EAC);29925.905
East African Community (EAC);31716.922
East African Community (EAC);34008.649
East African Community (EAC);36274.344
East African Community (EAC);38415.182
East African Community (EAC);40183.976
East African Community (EAC);41798.125
East African Community (EAC);43247.826
East African Community (EAC);44500.351
East African Community (EAC);45635.522
East African Community (EAC);46544.198
East African Community (EAC);47206.622
East African Community (EAC);47715.29
East African Community (EAC);47994.022
East African Community (EAC);48142.506
East African Community (EAC);48142.431
East African Community (EAC);48004.587
East African Community (EAC);47791.686
Eastern Africa;17227.632
Eastern Africa;19211.071
Eastern Africa;21795.89
Eastern Africa;24778.981
Eastern Africa;28574.723
Eastern Africa;32879.786
Eastern Africa;37567.702
Eastern Africa;42552.7
Eastern Africa;46777.677
Eastern Africa;52194.265
Eastern Africa;57426.1
Eastern Africa;62697.423
Eastern Africa;67230.711
Eastern Africa;71481.161
Eastern Africa;76607.77
Eastern Africa;81359.444
Eastern Africa;85549.74
Eastern Africa;89116.955
Eastern Africa;92423.148
Eastern Africa;95304.013
Eastern Africa;97761.157
Eastern Africa;99772.876
Eastern Africa;101358.974
Eastern Africa;102420.809
Eastern Africa;103053.974
Eastern Africa;103325.853
Eastern Africa;103271.408
Eastern Africa;102810.332
Eastern Africa;102130.793
Eastern Africa;101211.331
Eastern Asia;141977.197
Eastern Asia;134401.27
Eastern Asia;154981.346
Eastern Asia;172520.368
Eastern Asia;160143.161
Eastern Asia;125710.854
Eastern Asia;126314.734
Eastern Asia;153889.126
Eastern Asia;119493.664
Eastern Asia;105631.482
Eastern Asia;97658.471
Eastern Asia;97642.671
Eastern Asia;99330.594
Eastern Asia;95153.345
Eastern Asia;86784.338
Eastern Asia;81022.421
Eastern Asia;78326.017
Eastern Asia;76719.347
Eastern Asia;75533.584
Eastern Asia;73370.1
Eastern Asia;70706.183
Eastern Asia;68071.301
Eastern Asia;65903.439
Eastern Asia;64263.889
Eastern Asia;62751.669
Eastern Asia;61224.626
Eastern Asia;59466.163
Eastern Asia;57580.358
Eastern Asia;55821
Eastern Asia;54313.607
Eastern Europe;29815.143
Eastern Europe;29861.397
Eastern Europe;25258.009
Eastern Europe;21517.718
Eastern Europe;22770.748
Eastern Europe;24005.186
Eastern Europe;24534.36
Eastern Europe;23719.032
Eastern Europe;17790.158
Eastern Europe;14293.249
Eastern Europe;14204.389
Eastern Europe;16190.152
Eastern Europe;17139.245
Eastern Europe;16632.942
Eastern Europe;14934.272
Eastern Europe;13556.194
Eastern Europe;13011.638
Eastern Europe;13281.286
Eastern Europe;13751.167
Eastern Europe;13795.072
Eastern Europe;13272.709
Eastern Europe;12509.702
Eastern Europe;11968.177
Eastern Europe;11813.432
Eastern Europe;11920.932
Eastern Europe;11968.095
Eastern Europe;11781.691
Eastern Europe;11406.895
Eastern Europe;11011.793
Eastern Europe;10783.584
Eastern European Group;34303.976
Eastern European Group;34528.3
Eastern European Group;30044.931
Eastern European Group;26000.676
Eastern European Group;27167.051
Eastern European Group;28416.695
Eastern European Group;29146.29
Eastern European Group;28430.451
Eastern European Group;21869.355
Eastern European Group;17597.123
Eastern European Group;17086.795
Eastern European Group;19095.393
Eastern European Group;20120.244
Eastern European Group;19442.277
Eastern European Group;17433.276
Eastern European Group;15823.26
Eastern European Group;15182.018
Eastern European Group;15428.215
Eastern European Group;15864.737
Eastern European Group;15828.832
Eastern European Group;15191.87
Eastern European Group;14315.924
Eastern European Group;13687.609
Eastern European Group;13476.648
Eastern European Group;13543.621
Eastern European Group;13542.854
Eastern European Group;13294.296
Eastern European Group;12848.393
Eastern European Group;12385.945
Eastern European Group;12103.463
Eastern and South-Eastern Asia;180337.358
Eastern and South-Eastern Asia;178779.773
Eastern and South-Eastern Asia;204089.402
Eastern and South-Eastern Asia;225594.138
Eastern and South-Eastern Asia;216093.227
Eastern and South-Eastern Asia;183660.084
Eastern and South-Eastern Asia;186560.581
Eastern and South-Eastern Asia;214174.023
Eastern and South-Eastern Asia;179360.999
Eastern and South-Eastern Asia;162754.352
Eastern and South-Eastern Asia;155921.264
Eastern and South-Eastern Asia;156462.667
Eastern and South-Eastern Asia;158336.544
Eastern and South-Eastern Asia;152434.331
Eastern and South-Eastern Asia;142632.594
Eastern and South-Eastern Asia;135609.701
Eastern and South-Eastern Asia;131351.066
Eastern and South-Eastern Asia;128380.447
Eastern and South-Eastern Asia;126046.68
Eastern and South-Eastern Asia;122643
Eastern and South-Eastern Asia;118530.475
Eastern and South-Eastern Asia;114367.159
Eastern and South-Eastern Asia;110700.438
Eastern and South-Eastern Asia;107649.057
Eastern and South-Eastern Asia;104885.308
Eastern and South-Eastern Asia;102162.402
Eastern and South-Eastern Asia;99182.576
Eastern and South-Eastern Asia;96032.605
Eastern and South-Eastern Asia;93051.276
Eastern and South-Eastern Asia;90406.075
Economic Community of Central African States (ECCAS);7526.49
Economic Community of Central African States (ECCAS);8384.888
Economic Community of Central African States (ECCAS);9297.869
Economic Community of Central African States (ECCAS);10447.273
Economic Community of Central African States (ECCAS);11932.484
Economic Community of Central African States (ECCAS);13773.08
Economic Community of Central African States (ECCAS);15954.774
Economic Community of Central African States (ECCAS);18335.389
Economic Community of Central African States (ECCAS);20679.826
Economic Community of Central African States (ECCAS);23291.082
Economic Community of Central African States (ECCAS);26587.716
Economic Community of Central African States (ECCAS);30496.447
Economic Community of Central African States (ECCAS);34206.098
Economic Community of Central African States (ECCAS);37440.571
Economic Community of Central African States (ECCAS);40736.435
Economic Community of Central African States (ECCAS);44228.73
Economic Community of Central African States (ECCAS);47726.745
Economic Community of Central African States (ECCAS);50902.89
Economic Community of Central African States (ECCAS);53741.931
Economic Community of Central African States (ECCAS);56101.639
Economic Community of Central African States (ECCAS);58195.487
Economic Community of Central African States (ECCAS);60099.516
Economic Community of Central African States (ECCAS);61780.437
Economic Community of Central African States (ECCAS);63188.985
Economic Community of Central African States (ECCAS);64310.86
Economic Community of Central African States (ECCAS);65043.75
Economic Community of Central African States (ECCAS);65360.901
Economic Community of Central African States (ECCAS);65606.849
Economic Community of Central African States (ECCAS);65603.509
Economic Community of Central African States (ECCAS);65402.668
Economic Community of West African States (ECOWAS);17366.945
Economic Community of West African States (ECOWAS);19100.023
Economic Community of West African States (ECOWAS);21158.705
Economic Community of West African States (ECOWAS);23488.082
Economic Community of West African States (ECOWAS);26702.327
Economic Community of West African States (ECOWAS);30475.863
Economic Community of West African States (ECOWAS);34374.512
Economic Community of West African States (ECOWAS);38129.069
Economic Community of West African States (ECOWAS);42252.108
Economic Community of West African States (ECOWAS);47299.499
Economic Community of West African States (ECOWAS);52965.578
Economic Community of West African States (ECOWAS);58762.507
Economic Community of West African States (ECOWAS);64668.306
Economic Community of West African States (ECOWAS);69686.656
Economic Community of West African States (ECOWAS);75145.98
Economic Community of West African States (ECOWAS);81055.775
Economic Community of West African States (ECOWAS);86969.598
Economic Community of West African States (ECOWAS);92527.196
Economic Community of West African States (ECOWAS);97420.014
Economic Community of West African States (ECOWAS);101586.6
Economic Community of West African States (ECOWAS);105433.194
Economic Community of West African States (ECOWAS);108646.129
Economic Community of West African States (ECOWAS);111564.132
Economic Community of West African States (ECOWAS);113916.002
Economic Community of West African States (ECOWAS);115747.173
Economic Community of West African States (ECOWAS);116979.233
Economic Community of West African States (ECOWAS);117520.278
Economic Community of West African States (ECOWAS);117587.422
Economic Community of West African States (ECOWAS);117281.849
Economic Community of West African States (ECOWAS);116606.65
Economic Cooperation Organization (ECO);24632.989
Economic Cooperation Organization (ECO);27982.087
Economic Cooperation Organization (ECO);31091.168
Economic Cooperation Organization (ECO);33262.395
Economic Cooperation Organization (ECO);36457.795
Economic Cooperation Organization (ECO);40757.571
Economic Cooperation Organization (ECO);46268.887
Economic Cooperation Organization (ECO);49900.78
Economic Cooperation Organization (ECO);49934.429
Economic Cooperation Organization (ECO);49215.631
Economic Cooperation Organization (ECO);49684.653
Economic Cooperation Organization (ECO);52752.066
Economic Cooperation Organization (ECO);56467.199
Economic Cooperation Organization (ECO);59513.219
Economic Cooperation Organization (ECO);58082.825
Economic Cooperation Organization (ECO);56507.364
Economic Cooperation Organization (ECO);55956.194
Economic Cooperation Organization (ECO);56397.926
Economic Cooperation Organization (ECO);56754.195
Economic Cooperation Organization (ECO);56117.136
Economic Cooperation Organization (ECO);54798.758
Economic Cooperation Organization (ECO);53066.679
Economic Cooperation Organization (ECO);51619.845
Economic Cooperation Organization (ECO);50297.411
Economic Cooperation Organization (ECO);49116.108
Economic Cooperation Organization (ECO);47821.173
Economic Cooperation Organization (ECO);46297.969
Economic Cooperation Organization (ECO);44743.249
Economic Cooperation Organization (ECO);43201.367
Economic Cooperation Organization (ECO);41825.158
Economic groups;
Economic groups;
Economic groups;
Economic groups;
Economic groups;
Economic groups;
Economic groups;
Economic groups;
Economic groups;
Economic groups;
Economic groups;
Economic groups;
Economic groups;
Economic groups;
Economic groups;
Economic groups;
Economic groups;
Economic groups;
Economic groups;
Economic groups;
Economic groups;
Economic groups;
Economic groups;
Economic groups;
Economic groups;
Economic groups;
Economic groups;
Economic groups;
Economic groups;
Economic groups;
Ecuador;846.001
Ecuador;951.904
Ecuador;1067.997
Ecuador;1193.689
Ecuador;1288.858
Ecuador;1350.306
Ecuador;1422.975
Ecuador;1501.176
Ecuador;1559.091
Ecuador;1619.362
Ecuador;1600.87
Ecuador;1594.079
Ecuador;1637.268
Ecuador;1680.568
Ecuador;1680.404
Ecuador;1641.498
Ecuador;1608.549
Ecuador;1579.147
Ecuador;1547.229
Ecuador;1508.939
Ecuador;1465.37
Ecuador;1425.405
Ecuador;1379.269
Ecuador;1338.23
Ecuador;1298.795
Ecuador;1261.345
Ecuador;1223.146
Ecuador;1188.279
Ecuador;1152.235
Ecuador;1120.884
Egypt;5607.527
Egypt;6058.877
Egypt;6464.137
Egypt;7003.001
Egypt;7396.169
Egypt;8011.268
Egypt;8950.855
Egypt;9496.695
Egypt;8995.311
Egypt;8930.687
Egypt;9099.625
Egypt;10014.651
Egypt;12642.133
Egypt;12922.48
Egypt;12648.393
Egypt;12633.69
Egypt;13328.865
Egypt;14210.745
Egypt;14610.466
Egypt;14639.565
Egypt;14537.751
Egypt;14567.848
Egypt;14668.768
Egypt;14648.76
Egypt;14475.317
Egypt;14231.08
Egypt;13990.455
Egypt;13732.372
Egypt;13473.099
Egypt;13220.632
El Salvador;537.572
El Salvador;615.773
El Salvador;696.117
El Salvador;755.969
El Salvador;817.841
El Salvador;862.224
El Salvador;843.492
El Salvador;821.414
El Salvador;824.802
El Salvador;786.001
El Salvador;676.812
El Salvador;625.401
El Salvador;597.536
El Salvador;588.734
El Salvador;562.966
El Salvador;523.911
El Salvador;483.3
El Salvador;448.906
El Salvador;422.152
El Salvador;398.505
El Salvador;374.713
El Salvador;349.887
El Salvador;324.9
El Salvador;301.443
El Salvador;280.478
El Salvador;261.952
El Salvador;244.007
El Salvador;226.231
El Salvador;208.469
El Salvador;190.88
Equatorial Guinea;49.435
Equatorial Guinea;51.251
Equatorial Guinea;53.962
Equatorial Guinea;59.636
Equatorial Guinea;58.651
Equatorial Guinea;54.266
Equatorial Guinea;65.249
Equatorial Guinea;82.328
Equatorial Guinea;95.144
Equatorial Guinea;114.338
Equatorial Guinea;137.469
Equatorial Guinea;164.563
Equatorial Guinea;191
Equatorial Guinea;215.073
Equatorial Guinea;238.356
Equatorial Guinea;258.061
Equatorial Guinea;272.718
Equatorial Guinea;284.872
Equatorial Guinea;296.286
Equatorial Guinea;305.36
Equatorial Guinea;312.111
Equatorial Guinea;317.582
Equatorial Guinea;320.968
Equatorial Guinea;322.264
Equatorial Guinea;322.51
Equatorial Guinea;321.026
Equatorial Guinea;318.678
Equatorial Guinea;315.424
Equatorial Guinea;311.609
Equatorial Guinea;308.108
Eritrea;204.36
Eritrea;232.671
Eritrea;260.631
Eritrea;291.117
Eritrea;324.216
Eritrea;366.471
Eritrea;422.004
Eritrea;468.95
Eritrea;428.309
Eritrea;358.633
Eritrea;442.199
Eritrea;564.24
Eritrea;551.978
Eritrea;527.655
Eritrea;521.189
Eritrea;546.484
Eritrea;584.517
Eritrea;615.584
Eritrea;628.659
Eritrea;626.747
Eritrea;625.576
Eritrea;633.018
Eritrea;641.36
Eritrea;644.004
Eritrea;636.057
Eritrea;622.88
Eritrea;607.944
Eritrea;594.72
Eritrea;583.753
Eritrea;570.771
Estonia;95.81
Estonia;98.65
Estonia;97.24
Estonia;99.772
Estonia;108.93
Estonia;109.465
Estonia;114.535
Estonia;120.735
Estonia;83.894
Estonia;64.783
Estonia;66.693
Estonia;77.529
Estonia;71.181
Estonia;68.389
Estonia;65.161
Estonia;59.043
Estonia;54.907
Estonia;54.889
Estonia;56.477
Estonia;56.259
Estonia;53.567
Estonia;49.781
Estonia;46.56
Estonia;44.691
Estonia;44.239
Estonia;44.016
Estonia;43.008
Estonia;41.007
Estonia;38.595
Estonia;36.529
Eswatini;69.208
Eswatini;75.965
Eswatini;84.93
Eswatini;98.583
Eswatini;117.791
Eswatini;134.794
Eswatini;154.693
Eswatini;156.497
Eswatini;162.702
Eswatini;161.165
Eswatini;162.135
Eswatini;167.272
Eswatini;154.851
Eswatini;151.207
Eswatini;144.11
Eswatini;144.113
Eswatini;149.14
Eswatini;153.93
Eswatini;154.091
Eswatini;150.62
Eswatini;147.369
Eswatini;145.613
Eswatini;144.51
Eswatini;143.118
Eswatini;140.516
Eswatini;137.704
Eswatini;134.924
Eswatini;132.842
Eswatini;131.056
Eswatini;129.234
Ethiopia;4688.782
Ethiopia;5033.834
Ethiopia;5658.644
Ethiopia;6360.496
Ethiopia;7406.326
Ethiopia;8212.8
Ethiopia;9335.029
Ethiopia;10681.512
Ethiopia;12237.363
Ethiopia;14015.213
Ethiopia;14799.858
Ethiopia;15287.92
Ethiopia;16371.463
Ethiopia;17572.229
Ethiopia;18513.46
Ethiopia;19049.721
Ethiopia;19345.586
Ethiopia;19584.969
Ethiopia;19884.879
Ethiopia;20024.64
Ethiopia;20045.232
Ethiopia;19859.169
Ethiopia;19613.366
Ethiopia;19301.383
Ethiopia;18883.85
Ethiopia;18505.473
Ethiopia;18085.934
Ethiopia;17582.429
Ethiopia;17128.274
Ethiopia;16683.324
Eurasian Economic Community (Eurasec);18555.458
Eurasian Economic Community (Eurasec);20004.219
Eurasian Economic Community (Eurasec);18795.205
Eurasian Economic Community (Eurasec);15154.536
Eurasian Economic Community (Eurasec);16138.135
Eurasian Economic Community (Eurasec);17211.368
Eurasian Economic Community (Eurasec);19108.082
Eurasian Economic Community (Eurasec);19789.716
Eurasian Economic Community (Eurasec);15512.506
Eurasian Economic Community (Eurasec);12859.058
Eurasian Economic Community (Eurasec);13010.565
Eurasian Economic Community (Eurasec);15226.082
Eurasian Economic Community (Eurasec);17343.914
Eurasian Economic Community (Eurasec);17480.639
Eurasian Economic Community (Eurasec);15772.284
Eurasian Economic Community (Eurasec);14497.249
Eurasian Economic Community (Eurasec);14405.046
Eurasian Economic Community (Eurasec);15121.673
Eurasian Economic Community (Eurasec);15720.967
Eurasian Economic Community (Eurasec);15664.008
Eurasian Economic Community (Eurasec);15132.589
Eurasian Economic Community (Eurasec);14534.845
Eurasian Economic Community (Eurasec);14181.809
Eurasian Economic Community (Eurasec);14072.534
Eurasian Economic Community (Eurasec);14095.577
Eurasian Economic Community (Eurasec);14042.092
Eurasian Economic Community (Eurasec);13810.364
Eurasian Economic Community (Eurasec);13435.543
Eurasian Economic Community (Eurasec);13032.442
Eurasian Economic Community (Eurasec);12767.039
Europe;60499.321
Europe;60499.321
Europe;61675.635
Europe;61675.635
Europe;59250.333
Europe;59250.333
Europe;54411.333
Europe;54411.333
Europe;52100.461
Europe;52100.461
Europe;50597.246
Europe;50597.246
Europe;50152.471
Europe;50152.471
Europe;48811.214
Europe;48811.214
Europe;41738.902
Europe;41738.902
Europe;37288.778
Europe;37288.778
Europe;36892.161
Europe;36892.161
Europe;39857.076
Europe;39857.076
Europe;40215.988
Europe;40215.988
Europe;38847.368
Europe;38847.368
Europe;36606.517
Europe;36606.517
Europe;34635.626
Europe;34635.626
Europe;33795.439
Europe;33795.439
Europe;34055.314
Europe;34055.314
Europe;34539.817
Europe;34539.817
Europe;34390.282
Europe;34390.282
Europe;33487.896
Europe;33487.896
Europe;32332.834
Europe;32332.834
Europe;31510.392
Europe;31510.392
Europe;31231.183
Europe;31231.183
Europe;31300.244
Europe;31300.244
Europe;31288.379
Europe;31288.379
Europe;30955.375
Europe;30955.375
Europe;30373.411
Europe;30373.411
Europe;29773.044
Europe;29773.044
Europe;29393.179
Europe;29393.179
Europe (48);60499.321
Europe (48);61675.635
Europe (48);59250.333
Europe (48);54411.333
Europe (48);52100.461
Europe (48);50597.246
Europe (48);50152.471
Europe (48);48811.214
Europe (48);41738.902
Europe (48);37288.778
Europe (48);36892.161
Europe (48);39857.076
Europe (48);40215.988
Europe (48);38847.368
Europe (48);36606.517
Europe (48);34635.626
Europe (48);33795.439
Europe (48);34055.314
Europe (48);34539.817
Europe (48);34390.282
Europe (48);33487.896
Europe (48);32332.834
Europe (48);31510.392
Europe (48);31231.183
Europe (48);31300.244
Europe (48);31288.379
Europe (48);30955.375
Europe (48);30373.411
Europe (48);29773.044
Europe (48);29393.179
Europe and Northern America;82433.429
Europe and Northern America;85314.542
Europe and Northern America;81887.825
Europe and Northern America;74354.909
Europe and Northern America;70594.71
Europe and Northern America;68933.357
Europe and Northern America;70003.669
Europe and Northern America;69973.901
Europe and Northern America;63671.866
Europe and Northern America;58550.763
Europe and Northern America;58787.448
Europe and Northern America;62568.346
Europe and Northern America;61895.577
Europe and Northern America;60285.479
Europe and Northern America;58733.764
Europe and Northern America;57211.199
Europe and Northern America;56439.735
Europe and Northern America;56703.863
Europe and Northern America;57161.488
Europe and Northern America;57087.92
Europe and Northern America;56456.683
Europe and Northern America;55689.28
Europe and Northern America;55149.325
Europe and Northern America;55012.243
Europe and Northern America;55145.983
Europe and Northern America;55271.403
Europe and Northern America;55183.269
Europe and Northern America;54877.086
Europe and Northern America;54535.151
Europe and Northern America;54339.543
European Community (EC: 12);25127.616
European Community (EC: 12);26362.757
European Community (EC: 12);28455.964
European Community (EC: 12);27538.048
European Community (EC: 12);24270.618
European Community (EC: 12);21806.702
European Community (EC: 12);20824.271
European Community (EC: 12);20272.887
European Community (EC: 12);19424.324
European Community (EC: 12);19033.948
European Community (EC: 12);19064.206
European Community (EC: 12);20005.416
European Community (EC: 12);19441.289
European Community (EC: 12);18643.981
European Community (EC: 12);18207.951
European Community (EC: 12);17764.495
European Community (EC: 12);17583.992
European Community (EC: 12);17609.937
European Community (EC: 12);17609.259
European Community (EC: 12);17412.771
European Community (EC: 12);17067.882
European Community (EC: 12);16734.686
European Community (EC: 12);16513.676
European Community (EC: 12);16426.531
European Community (EC: 12);16396.585
European Community (EC: 12);16336.407
European Community (EC: 12);16198.028
European Community (EC: 12);16014.324
European Community (EC: 12);15841.058
European Community (EC: 12);15716.08
European Free Trade Agreement (EFTA);748.277
European Free Trade Agreement (EFTA);788.145
European Free Trade Agreement (EFTA);867.587
European Free Trade Agreement (EFTA);884.309
European Free Trade Agreement (EFTA);784.943
European Free Trade Agreement (EFTA);652.81
European Free Trade Agreement (EFTA);646.1
European Free Trade Agreement (EFTA);691.692
European Free Trade Agreement (EFTA);734.463
European Free Trade Agreement (EFTA);718.621
European Free Trade Agreement (EFTA);671.836
European Free Trade Agreement (EFTA);707.801
European Free Trade Agreement (EFTA);739.182
European Free Trade Agreement (EFTA);753.282
European Free Trade Agreement (EFTA);773.946
European Free Trade Agreement (EFTA);776.185
