Location;Births
Afghanistan;2015.476
Afghanistan;2201.589
Afghanistan;2439.13
Afghanistan;2728.221
Afghanistan;3056.451
Afghanistan;3294.738
Afghanistan;3164.281
Afghanistan;3006.757
Afghanistan;3701.778
Afghanistan;4755.189
Afghanistan;5394.05
Afghanistan;5828.482
Afghanistan;5898.49
Afghanistan;6024.265
Afghanistan;6118.618
Afghanistan;6156.694
Afghanistan;6148.908
Afghanistan;6086.715
Afghanistan;5965.37
Afghanistan;5791.247
Afghanistan;5612.012
Afghanistan;5418.495
Afghanistan;5205.02
Afghanistan;4985.193
Afghanistan;4774.123
Afghanistan;4571.37
Afghanistan;4379.592
Afghanistan;4195.183
Afghanistan;4017.995
Afghanistan;3848.645
Africa;57582.718
Africa;63851.574
Africa;71218.897
Africa;79405.504
Africa;89551.648
Africa;101369.849
Africa;114418.462
Africa;126310.494
Africa;136368.485
Africa;148663.883
Africa;163203.397
Africa;180855.457
Africa;199194.633
Africa;212112.876
Africa;225108.727
Africa;238808.815
Africa;253035.5
Africa;266511.09
Africa;278256.503
Africa;287787.106
Africa;295881.719
Africa;302745.589
Africa;308804.853
Africa;313508.824
Africa;316892.078
Africa;318822.406
Africa;319172.968
Africa;318462.847
Africa;316916.382
Africa;314608.513
African Group;57507.064
African Group;63768.493
African Group;71122.871
African Group;79302.838
African Group;89460.698
African Group;101273.419
African Group;114306.962
African Group;126185.585
African Group;136240.516
African Group;148528.406
African Group;163053.096
African Group;180697.336
African Group;199032.634
African Group;211953.782
African Group;224947.507
African Group;238644.429
African Group;252868.718
African Group;266343.613
African Group;278089.439
African Group;287621.034
African Group;295716.998
African Group;302582.004
African Group;308642.264
African Group;313347.675
African Group;316732.695
African Group;318664.915
African Group;319017.488
African Group;318309.069
African Group;316764.225
African Group;314458.037
African Union;57511.282
African Union;63775.331
African Union;71133.747
African Union;79318.808
African Union;89477.545
African Union;101298.304
African Union;114340.207
African Union;126220.77
African Union;136277.645
African Union;148567.166
African Union;163097.965
African Union;180747.612
African Union;199088.494
African Union;212010.807
African Union;225006.392
African Union;238704.222
African Union;252929.187
African Union;266405.236
African Union;278152.493
African Union;287685.483
African Union;295782.275
African Union;302647.809
African Union;308708.664
African Union;313414.77
African Union;316800.726
African Union;318733.861
African Union;319087.234
African Union;318379.595
African Union;316835.498
African Union;314530.016
African Union: Central Africa;5730.755
African Union: Central Africa;6344.989
African Union: Central Africa;7167.191
African Union: Central Africa;8145.948
African Union: Central Africa;9239.458
African Union: Central Africa;10578.911
African Union: Central Africa;12146.942
African Union: Central Africa;13897.828
African Union: Central Africa;15999.205
African Union: Central Africa;18182.472
African Union: Central Africa;20710.336
African Union: Central Africa;23785.998
African Union: Central Africa;26771.499
African Union: Central Africa;29273.927
African Union: Central Africa;31788.66
African Union: Central Africa;34393.016
African Union: Central Africa;36956.74
African Union: Central Africa;39223.926
African Union: Central Africa;41156.693
African Union: Central Africa;42696.617
African Union: Central Africa;43997.276
African Union: Central Africa;45128.217
African Union: Central Africa;46048.208
African Union: Central Africa;46765.035
African Union: Central Africa;47228.208
African Union: Central Africa;47388.66
African Union: Central Africa;47213.862
African Union: Central Africa;46952.863
African Union: Central Africa;46534.465
African Union: Central Africa;46041.618
African Union: Eastern Africa;14461.316
African Union: Eastern Africa;16139.823
African Union: Eastern Africa;18305.79
African Union: Eastern Africa;20878.502
African Union: Eastern Africa;24210.118
African Union: Eastern Africa;27899.549
African Union: Eastern Africa;32080.264
African Union: Eastern Africa;36529.674
African Union: Eastern Africa;40706.734
African Union: Eastern Africa;45793.451
African Union: Eastern Africa;50242.966
African Union: Eastern Africa;54483.844
African Union: Eastern Africa;58131.061
African Union: Eastern Africa;62023.438
African Union: Eastern Africa;66332.847
African Union: Eastern Africa;70251.874
African Union: Eastern Africa;73620.376
African Union: Eastern Africa;76421.794
African Union: Eastern Africa;79058.648
African Union: Eastern Africa;81399.821
African Union: Eastern Africa;83400.179
African Union: Eastern Africa;85038.394
African Union: Eastern Africa;86266.53
African Union: Eastern Africa;87079.072
African Union: Eastern Africa;87515.979
African Union: Eastern Africa;87689.004
African Union: Eastern Africa;87577.096
African Union: Eastern Africa;87150.311
African Union: Eastern Africa;86545.264
African Union: Eastern Africa;85786.808
African Union: Northern Africa;11778.564
African Union: Northern Africa;13052.544
African Union: Northern Africa;14303.469
African Union: Northern Africa;15428.573
African Union: Northern Africa;16409.825
African Union: Northern Africa;17779.29
African Union: Northern Africa;19274.379
African Union: Northern Africa;19664.36
African Union: Northern Africa;18557.713
African Union: Northern Africa;17383.078
African Union: Northern Africa;17395.121
African Union: Northern Africa;19476.998
African Union: Northern Africa;23439.875
African Union: Northern Africa;23933.924
African Union: Northern Africa;22957.747
African Union: Northern Africa;22295.097
African Union: Northern Africa;22720.545
African Union: Northern Africa;23773.011
African Union: Northern Africa;24486.571
African Union: Northern Africa;24624.44
African Union: Northern Africa;24309.666
African Union: Northern Africa;23952.675
African Union: Northern Africa;23739.765
African Union: Northern Africa;23574.339
African Union: Northern Africa;23377.012
African Union: Northern Africa;23109.246
African Union: Northern Africa;22731.222
African Union: Northern Africa;22238.814
African Union: Northern Africa;21728.4
African Union: Northern Africa;21272.466
African Union: Southern Africa;8173.702
African Union: Southern Africa;9137.952
African Union: Southern Africa;10198.592
African Union: Southern Africa;11377.703
African Union: Southern Africa;12915.817
African Union: Southern Africa;14564.691
African Union: Southern Africa;16464.11
African Union: Southern Africa;17999.839
African Union: Southern Africa;18761.885
African Union: Southern Africa;19908.666
African Union: Southern Africa;21783.964
African Union: Southern Africa;24238.265
African Union: Southern Africa;26077.753
African Union: Southern Africa;27092.862
African Union: Southern Africa;28781.158
African Union: Southern Africa;30708.46
African Union: Southern Africa;32661.928
African Union: Southern Africa;34459.309
African Union: Southern Africa;36030.567
African Union: Southern Africa;37378.005
African Union: Southern Africa;38641.96
African Union: Southern Africa;39882.394
African Union: Southern Africa;41090.029
African Union: Southern Africa;42080.322
African Union: Southern Africa;42932.354
African Union: Southern Africa;43567.718
African Union: Southern Africa;44044.776
African Union: Southern Africa;44450.185
African Union: Southern Africa;44745.52
African Union: Southern Africa;44822.474
African Union: Western Africa;17366.945
African Union: Western Africa;19100.023
African Union: Western Africa;21158.705
African Union: Western Africa;23488.082
African Union: Western Africa;26702.327
African Union: Western Africa;30475.863
African Union: Western Africa;34374.512
African Union: Western Africa;38129.069
African Union: Western Africa;42252.108
African Union: Western Africa;47299.499
African Union: Western Africa;52965.578
African Union: Western Africa;58762.507
African Union: Western Africa;64668.306
African Union: Western Africa;69686.656
African Union: Western Africa;75145.98
African Union: Western Africa;81055.775
African Union: Western Africa;86969.598
African Union: Western Africa;92527.196
African Union: Western Africa;97420.014
African Union: Western Africa;101586.6
African Union: Western Africa;105433.194
African Union: Western Africa;108646.129
African Union: Western Africa;111564.132
African Union: Western Africa;113916.002
African Union: Western Africa;115747.173
African Union: Western Africa;116979.233
African Union: Western Africa;117520.278
African Union: Western Africa;117587.422
African Union: Western Africa;117281.849
African Union: Western Africa;116606.65
African, Caribbean and Pacific (ACP) Group of States;49138.815
African, Caribbean and Pacific (ACP) Group of States;54408.435
African, Caribbean and Pacific (ACP) Group of States;61094.926
African, Caribbean and Pacific (ACP) Group of States;68146.849
African, Caribbean and Pacific (ACP) Group of States;77278.318
African, Caribbean and Pacific (ACP) Group of States;87517.049
African, Caribbean and Pacific (ACP) Group of States;99331.793
African, Caribbean and Pacific (ACP) Group of States;110891.386
African, Caribbean and Pacific (ACP) Group of States;122125.471
African, Caribbean and Pacific (ACP) Group of States;135656.358
African, Caribbean and Pacific (ACP) Group of States;150031.554
African, Caribbean and Pacific (ACP) Group of States;165385.64
African, Caribbean and Pacific (ACP) Group of States;179700.357
African, Caribbean and Pacific (ACP) Group of States;192114.227
African, Caribbean and Pacific (ACP) Group of States;206014.728
African, Caribbean and Pacific (ACP) Group of States;220246.682
African, Caribbean and Pacific (ACP) Group of States;233938.426
African, Caribbean and Pacific (ACP) Group of States;246273.223
African, Caribbean and Pacific (ACP) Group of States;257224.206
African, Caribbean and Pacific (ACP) Group of States;266534.196
African, Caribbean and Pacific (ACP) Group of States;274846.924
African, Caribbean and Pacific (ACP) Group of States;281966.59
African, Caribbean and Pacific (ACP) Group of States;288142.727
African, Caribbean and Pacific (ACP) Group of States;292935.382
African, Caribbean and Pacific (ACP) Group of States;296431.746
African, Caribbean and Pacific (ACP) Group of States;298564.338
African, Caribbean and Pacific (ACP) Group of States;299219.387
African, Caribbean and Pacific (ACP) Group of States;298930.24
African, Caribbean and Pacific (ACP) Group of States;297818.565
African, Caribbean and Pacific (ACP) Group of States;295894.739
Albania;264.644
Albania;316.098
Albania;347.044
Albania;340.878
Albania;347.024
Albania;353.995
Albania;374.262
Albania;406.738
Albania;369.974
Albania;291.821
Albania;224.814
Albania;179.484
Albania;181.194
Albania;170.074
Albania;157.078
Albania;135.125
Albania;115.896
Albania;105.552
Albania;100.733
Albania;96.298
Albania;89.237
Albania;80.074
Albania;71.359
Albania;64.599
Albania;59.646
Albania;55.344
Albania;50.607
Albania;44.933
Albania;39.15
Albania;33.779
Algeria;2337.677
Algeria;2584.329
Algeria;2920.315
Algeria;3211.695
Algeria;3623.859
Algeria;4034.305
Algeria;4247.935
Algeria;4241.636
Algeria;3928.418
Algeria;3228.017
Algeria;3081.634
Algeria;3985.93
Algeria;4784.239
Algeria;5158.969
Algeria;4666.982
Algeria;4215.817
Algeria;4041.613
Algeria;4188.847
Algeria;4452.358
Algeria;4576.446
Algeria;4466.641
Algeria;4224.115
Algeria;4025.614
Algeria;3945.409
Algeria;3966.432
Algeria;3992.6
Algeria;3939.569
Algeria;3810.828
Algeria;3664.621
Algeria;3560.471
American Samoa;
American Samoa;
American Samoa;
American Samoa;
American Samoa;
American Samoa;
American Samoa;
American Samoa;
American Samoa;
American Samoa;
American Samoa;
American Samoa;
American Samoa;
American Samoa;
American Samoa;
American Samoa;
American Samoa;
American Samoa;
American Samoa;
American Samoa;
American Samoa;
American Samoa;
American Samoa;
American Samoa;
American Samoa;
American Samoa;
American Samoa;
American Samoa;
American Samoa;
American Samoa;
Andean Community;6538.286
Andean Community;7432.432
Andean Community;8344.183
Andean Community;8859.592
Andean Community;9055.685
Andean Community;9623.301
Andean Community;10051.936
Andean Community;10444.699
Andean Community;10726.658
Andean Community;10501.497
Andean Community;10234.511
Andean Community;9887.484
Andean Community;9474.607
Andean Community;9481.57
Andean Community;9325.393
Andean Community;8900.108
Andean Community;8548.678
Andean Community;8255.395
Andean Community;8012.387
Andean Community;7799.337
Andean Community;7553.28
Andean Community;7306.892
Andean Community;7045.443
Andean Community;6797.961
Andean Community;6580.735
Andean Community;6385.588
Andean Community;6195.346
Andean Community;6005.904
Andean Community;5817.213
Andean Community;5639.104
Andorra;
Andorra;
Andorra;
Andorra;
Andorra;
Andorra;
Andorra;
Andorra;
Andorra;
Andorra;
Andorra;
Andorra;
Andorra;
Andorra;
Andorra;
Andorra;
Andorra;
Andorra;
Andorra;
Andorra;
Andorra;
Andorra;
Andorra;
Andorra;
Andorra;
Andorra;
Andorra;
Andorra;
Andorra;
Andorra;
Angola;1162.277
Angola;1310.475
Angola;1352.662
Angola;1444.232
Angola;1657.154
Angola;1924.231
Angola;2305.794
Angola;2767.025
Angola;3209.497
Angola;3678.195
Angola;4284.384
Angola;5004.301
Angola;5661.645
Angola;6215.232
Angola;6940.19
Angola;7769.262
Angola;8636.127
Angola;9475.25
Angola;10320.659
Angola;11118.279
Angola;11916.389
Angola;12721.021
Angola;13517.849
Angola;14248.573
Angola;14951.941
Angola;15576.013
Angola;16124.533
Angola;16688.617
Angola;17160.917
Angola;17504.367
Anguilla;
Anguilla;
Anguilla;
Anguilla;
Anguilla;
Anguilla;
Anguilla;
Anguilla;
Anguilla;
Anguilla;
Anguilla;
Anguilla;
Anguilla;
Anguilla;
Anguilla;
Anguilla;
Anguilla;
Anguilla;
Anguilla;
Anguilla;
Anguilla;
Anguilla;
Anguilla;
Anguilla;
Anguilla;
Anguilla;
Anguilla;
Anguilla;
Anguilla;
Anguilla;
Antigua and Barbuda;7.983
Antigua and Barbuda;8.679
Antigua and Barbuda;8.977
Antigua and Barbuda;9.026
Antigua and Barbuda;7.784
Antigua and Barbuda;5.734
Antigua and Barbuda;5.75
Antigua and Barbuda;5.759
Antigua and Barbuda;6.214
Antigua and Barbuda;7.227
Antigua and Barbuda;7.567
Antigua and Barbuda;7.22
Antigua and Barbuda;7.38
Antigua and Barbuda;7.4
Antigua and Barbuda;7.119
Antigua and Barbuda;6.841
Antigua and Barbuda;6.577
Antigua and Barbuda;6.449
Antigua and Barbuda;6.373
Antigua and Barbuda;6.29
Antigua and Barbuda;6.113
Antigua and Barbuda;5.903
Antigua and Barbuda;5.727
Antigua and Barbuda;5.593
Antigua and Barbuda;5.48
Antigua and Barbuda;5.376
Antigua and Barbuda;5.243
Antigua and Barbuda;5.099
Antigua and Barbuda;4.971
Antigua and Barbuda;4.858
Argentina;2279.824
Argentina;2388.679
Argentina;2486.091
Argentina;2624.364
Argentina;2950.833
Argentina;3444.836
Argentina;3398.785
Argentina;3545.268
Argentina;3668.24
Argentina;3585.177
Argentina;3626.381
Argentina;3667.414
Argentina;3760.953
Argentina;3776.183
Argentina;3735.244
Argentina;3694.839
Argentina;3637.199
Argentina;3585.287
Argentina;3526.017
Argentina;3469.026
Argentina;3403.26
Argentina;3327.661
Argentina;3254.66
Argentina;3180.182
Argentina;3112.446
Argentina;3042.295
Argentina;2976.549
Argentina;2909.112
Argentina;2835.458
Argentina;2768.503
Armenia;246.263
Armenia;341.301
Armenia;355.226
Armenia;290.222
Armenia;301.556
Armenia;342.436
Armenia;391.784
Armenia;406.07
Armenia;323.742
Armenia;211.85
Armenia;203.412
Armenia;220.933
Armenia;219.475
Armenia;208.501
Armenia;182.909
Armenia;160.677
Armenia;151.723
Armenia;154.259
Armenia;158.246
Armenia;154.108
Armenia;142.95
Armenia;131.154
Armenia;124.024
Armenia;121.923
Armenia;121.527
Armenia;118.756
Armenia;112.626
Armenia;105.284
Armenia;99.322
Armenia;95.475
Aruba;9.055
Aruba;9.389
Aruba;9.181
Aruba;7.641
Aruba;6.854
Aruba;6.792
Aruba;6.861
Aruba;6.506
Aruba;6.463
Aruba;6.556
Aruba;6.314
Aruba;5.899
Aruba;5.695
Aruba;6.152
Aruba;6.451
Aruba;6.678
Aruba;6.677
Aruba;6.323
Aruba;5.94
Aruba;5.763
Aruba;5.824
Aruba;5.911
Aruba;5.887
Aruba;5.718
Aruba;5.497
Aruba;5.331
Aruba;5.279
Aruba;5.272
Aruba;5.25
Aruba;5.16
Asia;309971.04
Asia;320086.675
Asia;358074.067
Asia;391526.478
Asia;396208.438
Asia;378839.374
Asia;401184.718
Asia;439409.766
Asia;406673.794
Asia;391187.055
Asia;384724.272
Asia;385179.954
Asia;379581.728
Asia;372697.319
Asia;359338.869
Asia;347481.093
Asia;337826.201
Asia;328726.291
Asia;320539.658
Asia;311782.712
Asia;302482.299
Asia;292384.513
Asia;282787.865
Asia;273484.203
Asia;265013.218
Asia;257191.919
Asia;249201.998
Asia;241327.28
Asia;233471.605
Asia;226057.365
Asia-Pacific Economic Cooperation (APEC);221279.935
Asia-Pacific Economic Cooperation (APEC);222041.653
Asia-Pacific Economic Cooperation (APEC);245659.263
Asia-Pacific Economic Cooperation (APEC);261546.082
Asia-Pacific Economic Cooperation (APEC);252087.702
Asia-Pacific Economic Cooperation (APEC);220787.727
Asia-Pacific Economic Cooperation (APEC);225552.878
Asia-Pacific Economic Cooperation (APEC);255095.325
Asia-Pacific Economic Cooperation (APEC);217534.439
Asia-Pacific Economic Cooperation (APEC);198556.555
Asia-Pacific Economic Cooperation (APEC);192790.923
Asia-Pacific Economic Cooperation (APEC);195808.711
Asia-Pacific Economic Cooperation (APEC);198108.316
Asia-Pacific Economic Cooperation (APEC);191564.547
Asia-Pacific Economic Cooperation (APEC);181292.402
Asia-Pacific Economic Cooperation (APEC);173497.343
Asia-Pacific Economic Cooperation (APEC);168765.305
Asia-Pacific Economic Cooperation (APEC);165990.917
Asia-Pacific Economic Cooperation (APEC);164059.464
Asia-Pacific Economic Cooperation (APEC);160832.529
Asia-Pacific Economic Cooperation (APEC);156588.117
Asia-Pacific Economic Cooperation (APEC);152180.163
Asia-Pacific Economic Cooperation (APEC);148369.682
Asia-Pacific Economic Cooperation (APEC);145351.249
Asia-Pacific Economic Cooperation (APEC);142757.982
Asia-Pacific Economic Cooperation (APEC);140239.843
Asia-Pacific Economic Cooperation (APEC);137368.53
Asia-Pacific Economic Cooperation (APEC);134193.757
Asia-Pacific Economic Cooperation (APEC);131165.691
Asia-Pacific Economic Cooperation (APEC);128544.545
Asia-Pacific Group;308829.429
Asia-Pacific Group;318607.629
Asia-Pacific Group;356371.778
Asia-Pacific Group;389999.067
Asia-Pacific Group;394782.988
Asia-Pacific Group;377398.202
Asia-Pacific Group;399606.75
Asia-Pacific Group;437619.651
Asia-Pacific Group;405032.194
Asia-Pacific Group;389952.244
Asia-Pacific Group;383630.083
Asia-Pacific Group;383938.07
Asia-Pacific Group;378080.175
Asia-Pacific Group;371296.112
Asia-Pacific Group;358143.761
Asia-Pacific Group;346421.428
Asia-Pacific Group;336777.785
Asia-Pacific Group;327643.883
Asia-Pacific Group;319459.268
Asia-Pacific Group;310755.635
Asia-Pacific Group;301534.754
Asia-Pacific Group;291510.79
Asia-Pacific Group;281961.921
Asia-Pacific Group;272683.173
Asia-Pacific Group;264225.046
Asia-Pacific Group;256432.339
Asia-Pacific Group;248474.887
Asia-Pacific Group;240636.599
Asia-Pacific Group;232810.507
Asia-Pacific Group;225411.535
Association of Southeast Asian Nations (ASEAN);38263.898
Association of Southeast Asian Nations (ASEAN);44273.962
Association of Southeast Asian Nations (ASEAN);48993.801
Association of Southeast Asian Nations (ASEAN);52953.485
Association of Southeast Asian Nations (ASEAN);55824.863
Association of Southeast Asian Nations (ASEAN);57836.307
Association of Southeast Asian Nations (ASEAN);60119.027
Association of Southeast Asian Nations (ASEAN);60142.157
Association of Southeast Asian Nations (ASEAN);59699.514
Association of Southeast Asian Nations (ASEAN);56950.992
Association of Southeast Asian Nations (ASEAN);58080.318
Association of Southeast Asian Nations (ASEAN);58647.248
Association of Southeast Asian Nations (ASEAN);58838.665
Association of Southeast Asian Nations (ASEAN);57094.007
Association of Southeast Asian Nations (ASEAN);55655.252
Association of Southeast Asian Nations (ASEAN);54392.736
Association of Southeast Asian Nations (ASEAN);52833.873
Association of Southeast Asian Nations (ASEAN);51474.887
Association of Southeast Asian Nations (ASEAN);50329.524
Association of Southeast Asian Nations (ASEAN);49088.371
Association of Southeast Asian Nations (ASEAN);47640.921
Association of Southeast Asian Nations (ASEAN);46117.341
Association of Southeast Asian Nations (ASEAN);44626.089
Association of Southeast Asian Nations (ASEAN);43222.064
Association of Southeast Asian Nations (ASEAN);41976.622
Association of Southeast Asian Nations (ASEAN);40785.572
Association of Southeast Asian Nations (ASEAN);39568.807
Association of Southeast Asian Nations (ASEAN);38310.604
Association of Southeast Asian Nations (ASEAN);37095.434
Association of Southeast Asian Nations (ASEAN);35964.454
Australia;996.415
Australia;1103.42
Australia;1154.675
Australia;1201.213
Australia;1270.112
Australia;1123.618
Australia;1176.509
Australia;1231.577
Australia;1290.485
Australia;1250.473
Australia;1253.556
Australia;1460.511
Australia;1541.522
Australia;1591.568
Australia;1582.468
Australia;1562.717
Australia;1569.916
Australia;1615.631
Australia;1690.084
Australia;1758.542
Australia;1801.006
Australia;1820.012
Australia;1831.319
Australia;1858.396
Australia;1903.358
Australia;1955.41
Australia;2002.834
Australia;2034.683
Australia;2061.698
Australia;2087.015
Australia/New Zealand;1254.84
Australia/New Zealand;1400.889
Australia/New Zealand;1462.958
Australia/New Zealand;1510.466
Australia/New Zealand;1579.997
Australia/New Zealand;1388.251
Australia/New Zealand;1430.593
Australia/New Zealand;1507.91
Australia/New Zealand;1583.415
Australia/New Zealand;1531.594
Australia/New Zealand;1537.006
Australia/New Zealand;1778.094
Australia/New Zealand;1849.27
Australia/New Zealand;1889.64
Australia/New Zealand;1882.355
Australia/New Zealand;1861.163
Australia/New Zealand;1865.056
Australia/New Zealand;1908.961
Australia/New Zealand;1982.994
Australia/New Zealand;2049.572
Australia/New Zealand;2089.469
Australia/New Zealand;2106.754
Australia/New Zealand;2116.556
Australia/New Zealand;2142.143
Australia/New Zealand;2185.842
Australia/New Zealand;2236.942
Australia/New Zealand;2283.141
Australia/New Zealand;2313.673
Australia/New Zealand;2340.275
Australia/New Zealand;2364.53
Austria;522.023
Austria;609.36
Austria;668.491
Austria;638.923
Austria;519
Austria;437.845
Austria;447.278
Austria;429.652
Austria;456.698
Austria;416.565
Austria;391.628
Austria;386.98
Austria;403.513
Austria;439.248
Austria;450.243
Austria;436.983
Austria;416.806
Austria;401.477
Austria;398.937
Austria;406.33
Austria;415.465
Austria;418.023
Austria;411.837
Austria;402.413
Austria;397.373
Austria;398.479
Austria;402.611
Austria;406.258
Austria;406.145
Austria;402.931
Azerbaijan;622.667
Azerbaijan;805.55
Azerbaijan;956.832
Azerbaijan;878.578
Azerbaijan;786.608
Azerbaijan;775.638
Azerbaijan;886.652
Azerbaijan;1033.289
Azerbaijan;977.618
Azerbaijan;765.761
Azerbaijan;682.537
Azerbaijan;733.807
Azerbaijan;892.385
Azerbaijan;844.029
Azerbaijan;719.372
Azerbaijan;649.351
Azerbaijan;651.11
Azerbaijan;661.54
Azerbaijan;639.017
Azerbaijan;598.962
Azerbaijan;565.027
Azerbaijan;543.532
Azerbaijan;530.494
Azerbaijan;519.62
Azerbaijan;505.52
Azerbaijan;486.727
Azerbaijan;468.676
Azerbaijan;454.135
Azerbaijan;442.396
Azerbaijan;433.379
BRIC;236756.254
BRIC;236671.203
BRIC;263748.001
BRIC;284224.966
BRIC;280250.375
BRIC;258675.993
BRIC;273301.725
BRIC;306917.06
BRIC;269445.86
BRIC;256126.31
BRIC;248771.958
BRIC;245774.226
BRIC;236839.821
BRIC;230038.463
BRIC;218866.733
BRIC;209562.654
BRIC;202413.316
BRIC;195062.991
BRIC;188440.276
BRIC;182152.117
BRIC;176218.013
BRIC;169929.115
BRIC;163833.838
BRIC;157919.926
BRIC;152644.993
BRIC;148050.095
BRIC;143447.655
BRIC;139003.715
BRIC;134484.79
BRIC;130156.317
BRICS;239788.92
BRICS;240018.475
BRICS;267448.961
BRICS;288278.229
BRICS;284730.283
BRICS;263512.946
BRICS;278797.435
BRICS;312653.699
BRICS;274818.477
BRICS;261258.812
BRICS;254030.065
BRICS;251605.309
BRICS;242875.528
BRICS;235963.432
BRICS;224665.129
BRICS;215279.259
BRICS;208105.541
BRICS;200743.274
BRICS;194042.797
BRICS;187646.392
BRICS;181584.002
BRICS;175168.902
BRICS;168970.008
BRICS;162957.1
BRICS;157585.453
BRICS;152887.186
BRICS;148174.086
BRICS;143629.167
BRICS;139020.366
BRICS;134604.412
Bahamas;14.12
Bahamas;16.858
Bahamas;20.958
Bahamas;20.374
Bahamas;24.337
Bahamas;24.852
Bahamas;30.208
Bahamas;29.55
Bahamas;31.64
Bahamas;29.058
Bahamas;24.323
Bahamas;26.45
Bahamas;26.418
Bahamas;26.929
Bahamas;27.222
Bahamas;27.272
Bahamas;26.691
Bahamas;25.951
Bahamas;25.485
Bahamas;24.982
Bahamas;24.388
Bahamas;24.078
Bahamas;23.929
Bahamas;23.748
Bahamas;23.484
Bahamas;23.151
Bahamas;22.931
Bahamas;22.722
Bahamas;22.567
Bahamas;22.449
Bahrain;28.043
Bahrain;33.736
Bahrain;39.848
Bahrain;41.566
Bahrain;42.198
Bahrain;51.718
Bahrain;64.186
Bahrain;71.852
Bahrain;70.772
Bahrain;70.962
Bahrain;79.361
Bahrain;92.281
Bahrain;104.287
Bahrain;109.031
Bahrain;111.265
Bahrain;112.039
Bahrain;112.097
Bahrain;106.662
Bahrain;100.914
Bahrain;97.717
Bahrain;96.867
Bahrain;96.862
Bahrain;95.995
Bahrain;94.326
Bahrain;92.231
Bahrain;90.597
Bahrain;89.876
Bahrain;89.738
Bahrain;89.669
Bahrain;89.477
Bangladesh;9201.485
Bangladesh;10798.694
Bangladesh;12499.634
Bangladesh;14319.003
Bangladesh;15539.483
Bangladesh;16513.386
Bangladesh;17738.733
Bangladesh;18161.619
Bangladesh;17911.454
Bangladesh;17713.318
Bangladesh;17236.563
Bangladesh;16057.962
Bangladesh;15243.723
Bangladesh;14732.419
Bangladesh;14110.907
Bangladesh;13219.463
Bangladesh;12346.04
Bangladesh;11560.358
Bangladesh;10912.846
Bangladesh;10381.16
Bangladesh;9834.058
Bangladesh;9308.198
Bangladesh;8834.247
Bangladesh;8411.193
Bangladesh;8044.446
Bangladesh;7697.032
Bangladesh;7376.192
Bangladesh;7058.789
Bangladesh;6768.707
Bangladesh;6495.468
Barbados;37.72
Barbados;36.161
Barbados;33.966
Barbados;27.852
Barbados;24.815
Barbados;22.423
Barbados;22.399
Barbados;21.29
Barbados;20.421
Barbados;19.24
Barbados;18.576
Barbados;17.437
Barbados;15.758
Barbados;15.31
Barbados;15.208
Barbados;15.132
Barbados;14.811
Barbados;14.142
Barbados;13.322
Barbados;12.688
Barbados;12.372
Barbados;12.23
Barbados;11.994
Barbados;11.589
Barbados;11.108
Barbados;10.663
Barbados;10.313
Barbados;10.082
Barbados;9.864
Barbados;9.578
Belarus;891.096
Belarus;965.594
Belarus;899.065
Belarus;731.811
Belarus;720.178
Belarus;739.499
Belarus;805.24
Belarus;795.311
Belarus;609.53
Belarus;467.128
Belarus;446.61
Belarus;513.593
Belarus;571.445
Belarus;559.091
Belarus;512.922
Belarus;454.944
Belarus;424.484
Belarus;434.642
Belarus;463.159
Belarus;474.842
Belarus;458.725
Belarus;427.378
Belarus;401.895
Belarus;394.119
Belarus;400.916
Belarus;407.989
Belarus;404.918
Belarus;390.581
Belarus;373.969
Belarus;362.441
Belgium;731.894
Belgium;774.239
Belgium;801.641
Belgium;732.472
Belgium;662.24
Belgium;605.542
Belgium;596.095
Belgium;591.585
Belgium;602.936
Belgium;574.809
Belgium;576.417
Belgium;625.636
Belgium;634.763
Belgium;621.874
Belgium;618.15
Belgium;604.237
Belgium;598.83
Belgium;605.118
Belgium;614.139
Belgium;612.388
Belgium;605.692
Belgium;599.928
Belgium;595.352
Belgium;597.303
Belgium;600.656
Belgium;603.293
Belgium;600.513
Belgium;597.275
Belgium;594.257
Belgium;593.883
Belize;19.049
Belize;20.097
Belize;21.63
Belize;24.077
Belize;26.791
Belize;29.397
Belize;30.809
Belize;32.806
Belize;33.935
Belize;35.411
Belize;37.776
Belize;37.083
Belize;38.733
Belize;39.612
Belize;40.787
Belize;40.465
Belize;39.441
Belize;38.334
Belize;37.373
Belize;36.535
Belize;35.748
Belize;34.871
Belize;33.993
Belize;33.096
Belize;32.299
Belize;31.617
Belize;31.047
Belize;30.536
Belize;29.993
Belize;29.409
Belt-Road Initiative (BRI);187880.09
Belt-Road Initiative (BRI);207906.199
Belt-Road Initiative (BRI);222432.572
Belt-Road Initiative (BRI);235027.469
Belt-Road Initiative (BRI);253256.751
Belt-Road Initiative (BRI);272854.707
Belt-Road Initiative (BRI);295057.924
Belt-Road Initiative (BRI);309246.941
Belt-Road Initiative (BRI);312294.115
Belt-Road Initiative (BRI);314967.427
Belt-Road Initiative (BRI);327212.475
Belt-Road Initiative (BRI);346858.769
Belt-Road Initiative (BRI);367568.877
Belt-Road Initiative (BRI);377879.489
Belt-Road Initiative (BRI);382436.5
Belt-Road Initiative (BRI);387497.913
Belt-Road Initiative (BRI);394872.608
Belt-Road Initiative (BRI);403827.401
Belt-Road Initiative (BRI);412014.473
Belt-Road Initiative (BRI);416748.636
